ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRXEpsg2154;ArRYEpsg2154;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone;ZdAId;ArRGeopoint
471732;1138300-45705;2019-03-07T00:00:00+01:00;2019-07-03T10:41:30+02:00;Musée d'Orsay;rail;650601;6862456;Paris 7e;75107;unknown;unknown;unknown;1;45705;48.86024313640319, 2.3266930223743656
41052;1138257-1088609;2014-12-29T00:00:00+01:00;2019-07-03T10:29:44+02:00;Gare d'Esbly;rail;686048;6867002;Esbly;77171;partial;partial;partial;5;47322;48.902872673832604, 2.8096864855165067
471479;1138232-1713127;2019-03-07T00:00:00+01:00;2019-07-03T10:18:29+02:00;Épinay - Villetaneuse;rail;650870;6873267;Épinay-sur-Seine;93031;unknown;unknown;unknown;3;43078;48.95748115708644, 2.3291073705312217
41020;1119774-1119779;2014-12-29T00:00:00+01:00;2019-05-23T11:31:01+02:00;Gare de Nogent le Perreux;rail;662841;6860077;Nogent-sur-Marne;94052;partial;partial;partial;3;46552;48.839670990382366, 2.4937387087955836
411398;1119717-1597421;2015-01-26T00:00:00+01:00;2019-05-23T10:40:44+02:00;Aéroport Charles de Gaulle 1 (Terminal 3);rail;667919;6878969;Tremblay-en-France;93073;partial;partial;partial;5;462398;49.00983473294666, 2.5614936131757973
41125;1115712-1119783;2014-12-29T00:00:00+01:00;2019-04-19T14:01:16+02:00;Nointel Mours;rail;647455;6892794;Nointel;95452;partial;partial;partial;5;47530;49.13278346722326, 2.2800494213725973
41063;1115710-1570783;2014-12-29T00:00:00+01:00;2019-04-19T13:57:55+02:00;Nanteuil Saacy;rail;716072;6874913;Saâcy-sur-Marne;77397;partial;partial;partial;5;47482;48.97396288946813, 3.2195459376866187
41197;1109958-1109975;2014-12-29T00:00:00+01:00;2019-04-08T16:11:27+02:00;Villennes-sur-Seine;rail;626716;6871565;Villennes-sur-Seine;78672;partial;partial;partial;5;47966;48.93988282099838, 1.9996082087995617
472907;1082198-1109904;2019-03-07T20:58:02+01:00;2019-04-08T16:06:08+02:00;Vigneux-sur-Seine;rail;656847;6845469;Vigneux-sur-Seine;91657;unknown;unknown;unknown;4;45735;48.7079186332869, 2.4135420291243084
412803;1108114-1119855;2015-02-18T00:00:00+01:00;2019-03-27T11:43:21+01:00;Sucy Bonneuil;rail;663803;6852565;Sucy-en-Brie;94071;partial;partial;partial;4;58792;48.77216697330933, 2.5074720911779305
412832;1107879-43186;2015-02-18T00:00:00+01:00;2019-03-27T11:36:12+01:00;Robinson;rail;647189;6853587;Sceaux;92071;partial;partial;partial;3;43186;48.780212443203254, 2.2812979160300544
412837;1107774-43607;2015-02-18T00:00:00+01:00;2019-03-27T11:17:00+01:00;Laplace;rail;651102;6856674;Arcueil;94003;partial;partial;partial;2;43607;48.80828346689475, 2.3341912590389136
41396;1107728-1347557;2014-12-29T00:00:00+01:00;2019-03-27T11:12:31+01:00;Gare de Lyon;rail;654168;6860561;Paris 12e;75112;partial;partial;partial;1;470195;48.84346965405709, 2.375520050349552
412835;1107689-43124;2015-02-18T00:00:00+01:00;2019-03-27T11:08:46+01:00;Fontaine Michalon;rail;648234;6849452;Antony;92002;partial;partial;partial;4;43124;48.74310857487907, 2.29602034102654
412797;1107688-1368245;2015-02-18T00:00:00+01:00;2019-03-27T11:07:40+01:00;Chatou-Croissy;rail;638101;6865351;Chatou;78146;partial;partial;partial;4;53783;48.88519684706624, 2.155912338511092
412811;1107604-1105823;2015-02-18T00:00:00+01:00;2019-03-27T10:52:50+01:00;Vincennes;rail;658370;6860961;Vincennes;94080;partial;partial;partial;2;43224;48.8473520703154, 2.432739434852834
41158;1106607-1106605;2014-12-29T00:00:00+01:00;2019-03-26T14:17:33+01:00;Mareil sur Mauldre;rail;617285;6866486;Mareil-sur-Mauldre;78368;partial;partial;partial;5;46884;48.89306535834962, 1.8718682984594937
41349;1106347-1106363;2014-12-29T00:00:00+01:00;2019-03-26T10:44:54+01:00;Mennecy;rail;658105;6830196;Mennecy;91386;partial;partial;partial;5;47899;48.5706259454653, 2.4321387283742113
472069;1078766-1119868;2019-03-07T19:29:41+01:00;2019-03-26T10:29:06+01:00;Vaires - Torcy;rail;673418;6863981;Vaires-sur-Marne;77479;unknown;unknown;unknown;5;43211;48.87530310510975, 2.6375864497382713
411400;1106032-1106031;2015-01-26T00:00:00+01:00;2019-03-25T16:38:42+01:00;Parc des Expositions;rail;664456;6874951;Villepinte;93078;partial;partial;partial;4;47878;48.973518393698974, 2.5144834564505505
41010;1105197-1090150;2014-12-29T00:00:00+01:00;2019-03-22T11:17:24+01:00;Gare de l'Est;rail;653071;6864445;Paris 10e;75110;partial;partial;partial;1;470519;48.87831905579943, 2.3601473516710634
41009;1101485-44514;2014-12-29T00:00:00+01:00;2019-03-19T11:59:17+01:00;Porte de Clichy;rail;649832;6866247;Paris 17e;75117;partial;partial;partial;1;44514;48.89427511824707, 2.315776631877026
41383;1100088-43218;2014-12-29T00:00:00+01:00;2019-03-18T14:41:16+01:00;Gare de Vernou-sur-Seine;rail;688330;6809593;Vernou-la-Celle-sur-Seine;77494;partial;partial;partial;5;43218;48.38653495546859, 2.842373741160614
472090;1078862-47588;2019-03-07T19:32:00+01:00;2019-03-18T11:58:02+01:00;Valmondois;rail;641701;6888150;Butry-sur-Oise;95120;unknown;unknown;unknown;5;47588;49.09053362342335, 2.201854113614227
472790;1081710-1119864;2019-03-07T20:44:36+01:00;2019-03-18T11:05:11+01:00;Thieux - Nantouillet;rail;676597;6878722;Thieux;77462;unknown;unknown;unknown;5;47960;49.00798393874438, 2.68011360785176
472265;1079571-1119864;2019-03-07T19:49:01+01:00;2019-03-18T11:05:11+01:00;Thieux - Nantouillet;rail;676603;6878719;Thieux;77462;unknown;unknown;unknown;5;47960;49.00795718165059, 2.680195784668225
41081;1099556-1119864;2014-12-29T00:00:00+01:00;2019-03-18T11:04:46+01:00;Gare de Thieux Nantouillet;rail;676617;6878758;Nantouillet;77332;partial;partial;partial;5;47960;49.00831289226357, 2.680393158720982
411370;1099397-43204;2015-01-26T00:00:00+01:00;2019-03-18T10:31:18+01:00;Gare de Stade de France Saint-Denis;rail;652394;6868818;Saint-Denis;93066;partial;partial;partial;2;43204;48.91758936016258, 2.350425292717592
41370;1099153-1119849;2014-12-29T00:00:00+01:00;2019-03-15T18:02:43+01:00;Gare de Savigny le Temple Nandy;rail;669327;6832876;Savigny-le-Temple;77445;partial;partial;partial;5;47665;48.5953662803104, 2.584052227774815
472223;1079412-1119847;2019-03-07T19:45:06+01:00;2019-03-15T17:56:45+01:00;Sarcelles - Saint-Brice;rail;653794;6877550;Saint-Brice-sous-Forêt;95539;unknown;unknown;unknown;4;43190;48.99621032725261, 2.3685664902516086
471329;1075799-1119841;2019-03-07T18:31:38+01:00;2019-03-15T17:41:13+01:00;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;rail;629782;6854578;Montigny-le-Bretonneux;78423;unknown;unknown;unknown;5;461504;48.78746485260485, 2.044253882480971
470830;1073879-1119841;2019-03-07T18:04:10+01:00;2019-03-15T17:41:13+01:00;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;rail;629779;6854582;Montigny-le-Bretonneux;78423;unknown;unknown;unknown;5;461504;48.78750049844234, 2.04421239410615
41375;1098786-1098809;2014-12-29T00:00:00+01:00;2019-03-15T17:17:49+01:00;Gare de Saint-Mammès;rail;686415;6809166;Saint-Mammès;77419;partial;partial;partial;5;47953;48.38265166931381, 2.8165299214568766
41213;1098364-43163;2014-12-29T00:00:00+01:00;2019-03-15T15:03:32+01:00;Gare de Meudon Val Fleury;rail;644246;6856648;Meudon;92048;partial;partial;partial;3;43163;48.80749781546386, 2.240850798587384
472479;1080434-1098337;2019-03-07T20:11:06+01:00;2019-03-15T14:57:05+01:00;Meudon;rail;644487;6857376;Meudon;92048;unknown;unknown;unknown;3;43162;48.81406107109399, 2.244027064494805
41199;1097766-54249;2014-12-29T00:00:00+01:00;2019-03-15T09:56:09+01:00;Gare des Clairières de Verneuil;rail;623560;6877469;Verneuil-sur-Seine;78642;partial;partial;partial;5;54249;48.99260143301761, 1.9554610900641327
472573;1080821-1801054;2019-03-07T20:21:08+01:00;2019-03-14T17:14:16+01:00;Le Val d'Or;rail;642508;6862072;Saint-Cloud;92064;unknown;unknown;unknown;3;422065;48.85611848878464, 2.216444327510969
41179;1097701-1801054;2014-12-29T00:00:00+01:00;2019-03-14T17:12:56+01:00;Le Val d'Or;rail;642514;6862115;Saint-Cloud;92064;partial;partial;partial;3;422065;48.856505793553495, 2.2165325465428105
41018;1097508-1097475;2014-12-29T00:00:00+01:00;2019-03-14T14:33:10+01:00;Gare de Rosny sous Bois;rail;662281;6863482;Rosny-sous-Bois;93064;partial;partial;partial;3;47877;48.870259681462805, 2.485795649491584
471377;1075983-1097346;2019-03-07T18:34:44+01:00;2019-03-14T13:58:16+01:00;Rambouillet;rail;614035;6838884;Rambouillet;78517;unknown;unknown;unknown;5;427870;48.64441703939761, 1.833104399213112
41226;1096731-1096761;2014-12-29T00:00:00+01:00;2019-03-13T16:41:52+01:00;Gare du Perray;rail;615844;6844301;Le Perray-en-Yvelines;78486;partial;partial;partial;5;43235;48.69337855197738, 1.8565943776749436
471609;1076893-1096605;2019-03-07T18:50:35+01:00;2019-03-13T15:34:00+01:00;Poissy;rail;629668;6870777;Poissy;78498;unknown;unknown;unknown;5;47874;48.93312216513144, 2.0400219543866585
471599;1076853-1096605;2019-03-07T18:49:53+01:00;2019-03-13T15:34:00+01:00;Poissy;rail;629701;6870773;Poissy;78498;unknown;unknown;unknown;5;47874;48.9330898042982, 2.040472998227129
41234;1096511-1119817;2014-12-29T00:00:00+01:00;2019-03-13T15:24:35+01:00;Gare de Plaisir Grignon;rail;622466;6859604;Plaisir;78490;partial;partial;partial;5;47885;48.83182932889839, 1.943783883091958
471717;1077341-1119894;2019-03-07T18:59:12+01:00;2019-03-13T15:05:12+01:00;Le Mée;rail;672350;6826560;Le Mée-sur-Seine;77285;unknown;unknown;unknown;5;45784;48.538683420640716, 2.625445813381427
41347;1096279-1119624;2014-12-29T00:00:00+01:00;2019-03-13T14:54:43+01:00;Gare du Bras de Fer;rail;659611;6836043;Evry-Courcouronnes;91228;partial;partial;partial;5;45850;48.62331538257379, 2.4520026146904654
411408;933389-1741188;2015-01-26T00:00:00+01:00;2019-03-13T14:49:08+01:00;Gare du Bourget;rail;657921;6870231;Le Bourget;93013;partial;partial;partial;3;43231;48.93068073982779, 2.425689846705095
472166;1096158-1741188;2019-03-07T00:00:00+01:00;2019-03-13T14:48:37+01:00;Le Bourget;rail;657929;6870249;Le Bourget;93013;unknown;unknown;unknown;3;43231;48.930843125543745, 2.4257972434416533
470920;1074237-1096191;2019-03-07T18:08:22+01:00;2019-03-13T14:42:38+01:00;Le Blanc-Mesnil;rail;661567;6870396;Le Blanc-Mesnil;93007;unknown;unknown;unknown;3;46163;48.932392618987215, 2.4754353440523356
41062;1095727-1095748;2014-12-29T00:00:00+01:00;2019-03-13T12:17:13+01:00;Gare de la Ferté sous Jouarre;rail;709132;6872319;La Ferté-sous-Jouarre;77183;partial;partial;partial;5;43246;48.95077285602763, 3.1246882006584547
472588;1080885-1095697;2019-03-07T20:22:34+01:00;2019-03-13T12:13:12+01:00;La Ferté-Alais;rail;652135;6820780;Baulne;91047;unknown;unknown;unknown;5;43142;48.485511367579825, 2.352260066126577
471549;1076668-1570763;2019-03-07T18:46:35+01:00;2019-03-13T11:55:14+01:00;La Courneuve - Aubervilliers;rail;655016;6869554;La Courneuve;93027;unknown;unknown;unknown;3;43140;48.924396356522145, 2.386114684555789
472684;1081276-1119765;2019-03-07T20:32:36+01:00;2019-03-13T11:36:20+01:00;Moret - Veneux-les-Sablons;rail;685223;6808697;Moret-Loing-et-Orvanne;77316;unknown;unknown;unknown;5;47130;48.378406183628464, 2.8004373439793637
471396;1076049-1801061;2019-03-07T18:35:55+01:00;2019-03-13T11:20:30+01:00;Montreuil;rail;637793;6856535;Versailles;78646;unknown;unknown;unknown;4;43167;48.80588679110213, 2.1529980074482706
471656;1077089-1570775;2019-03-07T18:54:21+01:00;2019-03-13T11:08:46+01:00;Montgeron - Crosne;rail;660356;6845532;Montgeron;91421;unknown;unknown;unknown;4;47684;48.708710141007096, 2.4612226592327477
471290;1075651-1274428;2019-03-07T18:29:19+01:00;2019-03-13T11:06:44+01:00;Issou - Porcheville;rail;610985;6876175;Issou;78314;unknown;unknown;unknown;5;46975;48.979343645416684, 1.7839147208932251
471020;1074612-1094862;2019-03-07T18:13:23+01:00;2019-03-13T10:51:48+01:00;Igny;rail;643440;6849246;Igny;91312;unknown;unknown;unknown;4;43083;48.74085362077608, 2.2308483709962244
41345;1092819-1092818;2014-12-29T00:00:00+01:00;2019-03-12T17:21:26+01:00;Gare de Grigny Centre;rail;655566;6839574;Grigny;91286;partial;partial;partial;5;43132;48.6548148092079, 2.3967551420462567
470729;1073512-1092772;2019-03-07T17:59:38+01:00;2019-03-12T17:16:58+01:00;Gretz-Armainvilliers;rail;679958;6849614;Gretz-Armainvilliers;77215;unknown;unknown;unknown;5;43131;48.74632993412319, 2.727426796786742
471264;1075565-1092213;2019-03-07T18:27:54+01:00;2019-03-12T16:09:33+01:00;Gazeran;rail;609625;6836904;Gazeran;78269;unknown;unknown;unknown;5;46832;48.626008008554045, 1.7736694855530504
471503;1076489-1274430;2019-03-07T18:43:22+01:00;2019-03-12T15:13:51+01:00;Frépillon;rail;641299;6883118;Frépillon;95256;unknown;unknown;unknown;5;47580;49.045254408693, 2.1970513966288516
471885;1078010-1119606;2019-03-07T19:13:04+01:00;2019-03-12T14:46:19+01:00;Ferrières - Fontenay;rail;683029;6777306;Fontenay-sur-Loing;45148;unknown;unknown;unknown;;411488;48.095907844301934, 2.7720315512410965
470635;1073163-1119606;2019-03-07T17:55:42+01:00;2019-03-12T14:46:19+01:00;Ferrières - Fontenay;rail;683038;6777302;Fontenay-sur-Loing;45148;unknown;unknown;unknown;;411488;48.095872084003396, 2.7721526010239934
471464;1076323-1091306;2019-03-07T18:40:35+01:00;2019-03-12T12:38:17+01:00;Conflans-Sainte-Honorine;rail;633996;6877812;Conflans-Sainte-Honorine;78172;unknown;unknown;unknown;5;47447;48.996837555059116, 2.0979937077685253
472621;1081022-1801037;2019-03-07T20:25:57+01:00;2019-03-12T11:37:40+01:00;Clichy - Levallois;rail;648504;6866631;Levallois-Perret;92044;unknown;unknown;unknown;2;43112;48.89762332611347, 2.2976062733390497
41206;1091039-1091057;2014-12-29T00:00:00+01:00;2019-03-12T11:35:07+01:00;Gare de Clamart;rail;646713;6857371;Clamart;92023;partial;partial;partial;2;43111;48.81420399066038, 2.274350385359044
471976;1078378-43072;2019-03-07T19:20:58+01:00;2019-03-11T19:56:06+01:00;Paris Austerlitz;rail;653554;6860237;Paris 13e;75113;unknown;unknown;unknown;1;43072;48.84050741472511, 2.367182932353675
472890;1082128-43072;2019-03-07T20:56:11+01:00;2019-03-11T19:56:06+01:00;Paris Austerlitz;rail;653564;6860209;Paris 13e;75113;unknown;unknown;unknown;1;43072;48.84025632994245, 2.367322231050269
471498;1076467-1119719;2019-03-07T18:43:00+01:00;2019-03-11T19:45:04+01:00;Haussmann Saint-Lazare;rail;650761;6864072;Paris 9e;75109;unknown;unknown;unknown;1;58718;48.87478774332377, 2.328686458880099
472692;1081308-1090150;2019-03-07T20:33:30+01:00;2019-03-11T19:27:18+01:00;Paris Est;rail;653110;6864466;Paris 10e;75110;unknown;unknown;unknown;1;470519;48.878506196764604, 2.3606672742658747
472723;1081434-1090150;2019-03-07T20:37:00+01:00;2019-03-11T19:27:18+01:00;Paris Est;rail;653170;6864448;Paris 10e;75110;unknown;unknown;unknown;1;470519;48.87834869346044, 2.361487307217626
471326;1075787-1090150;2019-03-07T18:31:27+01:00;2019-03-11T19:26:57+01:00;Paris Est;rail;653084;6864472;Paris 10e;75110;unknown;unknown;unknown;1;470519;48.87855825952141, 2.3603121239320752
472502;1080529-1090150;2019-03-07T20:13:25+01:00;2019-03-11T19:26:57+01:00;Paris Est;rail;653069;6864487;Paris 10e;75110;unknown;unknown;unknown;1;470519;48.87869205756853, 2.3601059542944562
470866;1074018-1090150;2019-03-07T18:05:46+01:00;2019-03-11T19:26:57+01:00;Paris Est;rail;653075;6864486;Paris 10e;75110;unknown;unknown;unknown;1;470519;48.878683502066465, 2.360187869893916
470879;1074072-1090150;2019-03-07T18:06:26+01:00;2019-03-11T19:26:57+01:00;Paris Est;rail;653056;6864490;Paris 10e;75110;unknown;unknown;unknown;1;470519;48.878718088241946, 2.359928378302053
471482;1076397-1590890;2019-03-07T18:41:44+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652735;6864894;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.882327665205906, 2.355506845025609
471240;1075467-1590890;2019-03-07T18:26:23+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652922;6864911;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.8824942398265, 2.35805473095496
472757;1081580-1590890;2019-03-07T20:41:00+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652883;6864834;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.881798949182055, 2.3575315016234892
472560;1080769-1590890;2019-03-07T20:19:46+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652767;6864885;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.88224907890991, 2.355944170235924
470728;1073508-1590890;2019-03-07T17:59:36+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652930;6864909;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.882476839254466, 2.3581640340611862
470724;1073494-1590890;2019-03-07T17:59:25+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652915;6864912;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.882502720719216, 2.357959173829297
470817;1073838-1590890;2019-03-07T18:03:31+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652830;6864867;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.88209182825725, 2.356805181624428
472950;1082374-1590890;2019-03-07T21:03:12+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;652759;6864887;Paris 10e;75110;unknown;unknown;unknown;1;462394;48.88226647745895, 2.355834866866061
471200;1075307-1347557;2019-03-07T18:23:58+01:00;2019-03-11T19:05:02+01:00;Paris Gare de Lyon;rail;654207;6860543;Paris 12e;75112;unknown;unknown;unknown;1;470195;48.84330602001392, 2.376046604457941
472348;1079908-1347557;2019-03-07T19:57:33+01:00;2019-03-11T19:05:02+01:00;Paris Gare de Lyon;rail;654189;6860511;Paris 12e;75112;unknown;unknown;unknown;1;470195;48.843016963446914, 2.375804801951903
472691;1081304-1347565;2019-03-07T20:33:24+01:00;2019-03-11T18:44:28+01:00;Paris Montparnasse;rail;649671;6859862;Paris 15e;75115;unknown;unknown;unknown;1;43238;48.836843475840716, 2.3143247896351786
41204;1089293-1347565;2014-12-29T00:00:00+01:00;2019-03-11T18:44:28+01:00;Gare Vaugirard;rail;649666;6859871;Paris 15e;75115;partial;partial;partial;1;43238;48.836924027301315, 2.314256426342743
471918;1078144-1347565;2019-03-07T19:15:48+01:00;2019-03-11T18:42:58+01:00;Paris Montparnasse;rail;649892;6860122;Paris 15e;75115;unknown;unknown;unknown;1;43238;48.83919888254094, 2.317304887674979
471742;1077441-1347565;2019-03-07T19:01:22+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;649973;6860165;Paris 15e;75115;unknown;unknown;unknown;1;43238;48.8395918750701, 2.318403358260255
471567;1076737-1347565;2019-03-07T18:47:50+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;649949;6860082;Paris 14e;75114;unknown;unknown;unknown;1;43238;48.838843591368956, 2.318086150303859
470679;1073330-1347565;2019-03-07T17:57:30+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;649992;6860149;Paris 14e;75114;unknown;unknown;unknown;1;43238;48.83944946154219, 2.318664093275288
472964;1082432-1347565;2019-03-07T21:04:51+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;649989;6860206;Paris 15e;75115;unknown;unknown;unknown;1;43238;48.83996183034329, 2.318616520425163
471166;1075175-1089004;2019-03-07T18:21:50+01:00;2019-03-11T18:28:32+01:00;Chaumont-en-Vexin;rail;617973;6907427;Chaumont-en-Vexin;60143;unknown;unknown;unknown;;411345;49.261230429325536, 1.8732765800368543
41094;1088839-47591;2014-12-29T00:00:00+01:00;2019-03-11T18:20:48+01:00;Gare de Chaponval;rail;637237;6885815;Auvers-sur-Oise;95039;partial;partial;partial;5;47591;49.069123432612535, 2.1410994085855544
470966;1074405-1088898;2019-03-07T18:10:37+01:00;2019-03-11T17:57:41+01:00;Champagne-sur-Seine;rail;685106;6811921;Champagne-sur-Seine;77079;unknown;unknown;unknown;5;43106;48.40740864757666, 2.798746300369766
41210;1088791-58757;2014-12-29T00:00:00+01:00;2019-03-11T17:40:09+01:00;Champ de Mars Tour Eiffel;rail;647878;6862058;Paris 15e;75115;partial;partial;partial;1;58757;48.856449431155, 2.289630178364846
471584;1076797-45759;2019-03-07T18:48:51+01:00;2019-03-11T17:18:25+01:00;Essonnes Robinson;rail;660341;6834046;Corbeil-Essonnes;91174;unknown;unknown;unknown;5;45759;48.605397725449315, 2.462082191345755
411352;1088374-44559;2015-01-26T00:00:00+01:00;2019-03-11T16:10:23+01:00;Gare de Cergy Préfecture;rail;632714;6882217;Cergy;95127;partial;partial;partial;5;44559;49.03631113256321, 2.0797748522705626
41352;1088143-1088152;2014-12-29T00:00:00+01:00;2019-03-11T15:53:02+01:00;Gare de Boutigny;rail;653899;6815087;Boutigny-sur-Essonne;91099;partial;partial;partial;5;47895;48.434425410917875, 2.3767427766355915
41183;1088022-1801030;2014-12-29T00:00:00+01:00;2019-03-11T15:34:52+01:00;Gare de Bougival;rail;636310;6861877;La Celle-Saint-Cloud;78126;partial;partial;partial;4;47790;48.8537865445043, 2.1320145122908576
41290;1087962-1087957;2014-12-29T00:00:00+01:00;2019-03-11T15:27:03+01:00;Gare de Bonnières;rail;596328;6883036;Bonnières-sur-Seine;78089;partial;partial;partial;5;46984;49.0388308147936, 1.5820441871133064
471997;1078460-1119779;2019-03-07T19:22:47+01:00;2019-03-11T15:13:50+01:00;Nogent - Le Perreux;rail;662862;6860111;Nogent-sur-Marne;94052;unknown;unknown;unknown;3;46552;48.83997791646352, 2.4940095858023112
472537;1080673-1119779;2019-03-07T20:17:14+01:00;2019-03-11T15:13:50+01:00;Nogent - Le Perreux;rail;662836;6860159;Nogent-sur-Marne;94052;unknown;unknown;unknown;3;46552;48.84040808910775, 2.493651162284926
471316;1075749-1087774;2019-03-07T18:30:51+01:00;2019-03-11T15:11:15+01:00;Boissise-le-Roi;rail;668382;6825596;Boissise-le-Roi;77040;unknown;unknown;unknown;5;45763;48.52983025572774, 2.5717660471406028
41371;1087683-1087754;2014-12-29T00:00:00+01:00;2019-03-11T15:04:51+01:00;Gare de Bois le Roi;rail;677202;6819547;Bois-le-Roi;77037;partial;partial;partial;5;47654;48.475789308873715, 2.691554797749249
41242;1087547-1087585;2014-12-29T00:00:00+01:00;2019-03-11T14:49:14+01:00;Gare de Bièvres;rail;642371;6850371;Bièvres;91064;partial;partial;partial;4;43091;48.750876961180936, 2.2161643523465533
472741;1081516-45301;2019-03-07T20:39:05+01:00;2019-03-11T14:40:13+01:00;Bibliothèque François Mitterrand;rail;654304;6858928;Paris 13e;75113;unknown;unknown;unknown;1;45301;48.82878905692873, 2.3775416877001643
472821;1081844-45301;2019-03-07T20:48:14+01:00;2019-03-11T14:40:13+01:00;Bibliothèque François Mitterrand;rail;654321;6858942;Paris 13e;75113;unknown;unknown;unknown;1;45301;48.828916166053645, 2.3777717446976987
472158;1079136-1086929;2019-03-07T19:38:45+01:00;2019-03-11T11:39:44+01:00;Maintenon;rail;596221;6832782;Maintenon;28227;unknown;unknown;unknown;;59302;48.58692463348372, 1.5928185569339197
471355;1075900-45447;2019-03-07T18:33:19+01:00;2019-03-11T11:38:24+01:00;Avenue Henri Martin;rail;646619;6863074;Paris 16e;75116;unknown;unknown;unknown;1;45447;48.86548301426137, 2.2723438117827834
472979;1082492-1085996;2019-03-07T21:06:33+01:00;2019-03-10T12:21:48+01:00;Montereau;rail;695697;6808819;Montereau-Fault-Yonne;77305;unknown;unknown;unknown;5;47910;48.379657538648736, 2.9418868714700865
41317;1085723-1119618;2014-12-29T00:00:00+01:00;2019-03-08T19:24:52+01:00;Gare de la Norville Saint-Germain les Arpajon;rail;645886;6832576;La Norville;91457;partial;partial;partial;5;47939;48.59112818468144, 2.266219848449387
41323;1085573-1085620;2014-12-29T00:00:00+01:00;2019-03-08T19:07:24+01:00;Gare de Sermaise;rail;631275;6826564;Sermaise;91593;partial;partial;partial;5;47950;48.53566505784954, 2.0690787094693763
41324;1085565-1085587;2014-12-29T00:00:00+01:00;2019-03-08T19:04:16+01:00;Gare de Dourdan;rail;626823;6826405;Dourdan;91200;partial;partial;partial;5;43121;48.53375186971572, 2.008799364241627
472941;1082338-1085497;2019-03-07T21:02:08+01:00;2019-03-08T17:13:02+01:00;Auvers-sur-Oise;rail;639682;6885908;Auvers-sur-Oise;95039;unknown;unknown;unknown;5;47918;49.07018950626322, 2.1745357184653358
471372;1075963-1106553;2019-03-07T18:34:22+01:00;2019-03-07T22:46:02+01:00;Orly Ville;rail;656120;6849235;Orly;94054;unknown;unknown;unknown;4;46299;48.74174104475045, 2.4032755568632576
471390;1076025-1085943;2019-03-07T18:35:31+01:00;2019-03-07T22:46:02+01:00;Villeneuve-sur-Yonne;rail;721340;6776149;Villeneuve-sur-Yonne;89464;unknown;unknown;unknown;;411476;48.08536844112942, 3.2865995824923977
471389;1076021-43219;2019-03-07T18:35:27+01:00;2019-03-07T22:46:02+01:00;Versailles Chantiers;rail;636410;6855354;Versailles;78646;unknown;unknown;unknown;4;43219;48.79513101765087, 2.134345040980152
471364;1075936-1119628;2019-03-07T18:33:53+01:00;2019-03-07T22:46:02+01:00;Lieusaint - Moissy;rail;668272;6836560;Lieusaint;77251;unknown;unknown;unknown;5;47669;48.62844838617358, 2.5694665868987903
471366;1075944-1805093;2019-03-07T18:34:02+01:00;2019-03-07T22:46:02+01:00;Sainte-Geneviève-des-Bois;rail;649414;6839424;Sainte-Geneviève-des-Bois;91549;unknown;unknown;unknown;5;43188;48.65300908327644, 2.313245268534528
471346;1075866-1100299;2019-03-07T18:32:44+01:00;2019-03-07T22:46:02+01:00;Villabé;rail;660296;6832647;Villabé;91659;unknown;unknown;unknown;5;47904;48.592810973882465, 2.4616012297972034
471475;1076367-1119742;2019-03-07T18:41:18+01:00;2019-03-07T22:46:02+01:00;Montgeroult - Courcelles;rail;627142;6887251;Montgeroult;95422;unknown;unknown;unknown;5;44161;49.080962772005336, 2.002707788509123
471450;1076263-1119886;2019-03-07T18:39:30+01:00;2019-03-07T22:46:02+01:00;Villiers-sur-Marne - Le Plessis-Trévise;rail;666409;6858223;Villiers-sur-Marne;94079;unknown;unknown;unknown;4;43223;48.82319329201146, 2.5424839460600097
471463;1076319-1085636;2019-03-07T18:40:28+01:00;2019-03-07T22:46:02+01:00;Saint-Chéron;rail;635418;6828218;Saint-Chéron;91540;unknown;unknown;unknown;5;47952;48.55096892878669, 2.1249355604009885
471435;1076205-1615080;2019-03-07T18:38:32+01:00;2019-03-07T22:46:02+01:00;Bellevue;rail;643415;6857943;Meudon;92048;unknown;unknown;unknown;3;43088;48.81906696875091, 2.229354190953605
