ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRXEpsg2154;ArRYEpsg2154;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone;ZdAId;ArRGeopoint
490879;1595171-1722501;2024-02-09T13:56:36+01:00;2024-07-25T04:56:19+02:00;Anna de Noailles;tram;647057;6864064;Paris 16e;75116;true;true;true;1;490880;48.87442196108004, 2.278190660969331
24399;1591163-1722473;2014-12-29T00:00:00+01:00;2024-07-11T06:46:38+02:00;Porte de la Villette (Cité des Sciences et de l'industrie);tram;655018;6866562;Paris 19e;75119;true;true;true;1;44518;48.897490957291836, 2.386459229221149
490789;1533741-1569400;2024-01-24T08:32:34+01:00;2024-06-14T12:28:59+02:00;Montreuil - Hôpital;metro;660004;6864388;Montreuil;93048;true;true;true;3;490767;48.87826982923405, 2.4546692358364623
490849;1548176-1555983;2024-02-05T09:12:37+01:00;2024-06-14T12:22:49+02:00;Hôpital Bicêtre;metro;652266;6856849;Le Kremlin-Bicêtre;94043;true;true;true;2;490840;48.80994448104715, 2.3500149505295047
490839;1563311-1555983;2024-01-31T14:02:39+01:00;2024-06-14T12:22:37+02:00;Hôpital Bicêtre;metro;652261;6856852;Le Kremlin-Bicêtre;94043;true;true;true;2;490840;48.80997109071219, 2.3499465332391565
487014;1568697-1568701;2023-04-20T10:04:43+02:00;2024-04-24T11:33:36+02:00;Nanterre-La-Folie;rail;643292;6866679;Nanterre;92050;unknown;unknown;unknown;3;487011;48.89761694218825, 2.2265137043255105
487015;1568696-1568701;2023-04-20T10:04:44+02:00;2024-04-24T11:33:30+02:00;Nanterre-La-Folie;rail;643294;6866689;Nanterre;92050;unknown;unknown;unknown;3;487011;48.897707042790294, 2.226539646182536
487016;1568695-1568701;2023-04-20T10:04:45+02:00;2024-04-24T11:33:13+02:00;Nanterre-La-Folie;rail;643300;6866695;Nanterre;92050;unknown;unknown;unknown;3;487011;48.8977615259336, 2.2266206784177185
490878;1566551-1722500;2024-02-09T13:56:35+01:00;2024-04-11T14:16:40+02:00;Porte Dauphine (Avenue Foch);tram;646811;6863616;Paris 16e;75116;true;true;true;1;490877;48.87037296111051, 2.274893044078303
474064;1107326-1103225;2019-03-27T09:51:29+01:00;2024-04-11T08:09:37+02:00;Marne-la-Vallée - Chessy;rail;684021;6863360;Chessy;77111;unknown;unknown;unknown;5;43239;48.870068785054144, 2.7821679624072577
474042;1107238-1105608;2019-03-27T09:50:28+01:00;2024-04-11T08:09:37+02:00;Neuilly-Plaisance;rail;664382;6861503;Neuilly-Plaisance;93049;unknown;unknown;unknown;4;43172;48.85258214589076, 2.514601862962047
474002;1107086-47900;2019-03-27T09:48:45+01:00;2024-04-11T08:09:37+02:00;Val de Fontenay;rail;662498;6861691;Fontenay-sous-Bois;94033;unknown;unknown;unknown;3;47900;48.85416593129471, 2.4889110371019245
474014;1106642-1365030;2019-03-27T09:49:15+01:00;2024-04-11T08:09:37+02:00;Saint-Maur - Créteil;rail;661283;6856362;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3;44801;48.8061691845382, 2.4728379695874314
473990;1107042-1782229;2019-03-27T09:48:13+01:00;2024-04-11T08:09:37+02:00;Châtelet - Les Halles;rail;652076;6862602;Paris 1er;75101;unknown;unknown;unknown;1;45102;48.86166751401732, 2.346779837722552
473975;1491195-1105883;2019-03-27T09:47:34+01:00;2024-04-11T08:09:37+02:00;Bures-sur-Yvette;rail;638511;6844344;Bures-sur-Yvette;91122;unknown;unknown;unknown;5;43103;48.69631539274705, 2.164529680339737
473974;1106987-1105536;2019-03-27T09:47:32+01:00;2024-04-11T08:09:37+02:00;Bry-sur-Marne;rail;665187;6860677;Bry-sur-Marne;94015;unknown;unknown;unknown;4;43101;48.8451978377996, 2.5256396687485885
473981;1107010-999521;2019-03-27T09:47:50+01:00;2024-04-11T08:09:37+02:00;Bagneux;rail;650208;6855023;Cachan;94016;unknown;unknown;unknown;3;44493;48.79336704196627, 2.322206317247307
473980;1107006-1103098;2019-03-27T09:47:48+01:00;2024-04-11T08:09:37+02:00;Antony;rail;648604;6850727;Antony;92002;unknown;unknown;unknown;3;43066;48.75460507615621, 2.300890732791075
473955;1106913-43124;2019-03-27T09:46:48+01:00;2024-04-11T08:09:37+02:00;Fontaine Michalon;rail;648230;6849439;Antony;92002;unknown;unknown;unknown;4;43124;48.74299129043368, 2.295959907247433
473950;1106893-1105548;2019-03-27T09:46:34+01:00;2024-04-11T08:09:37+02:00;Joinville-le-Pont;rail;660648;6858030;Joinville-le-Pont;94042;unknown;unknown;unknown;3;43135;48.82113164853357, 2.464038064115302
473966;1106957-1328390;2019-03-27T09:47:11+01:00;2024-04-11T08:09:37+02:00;Courcelle-sur-Yvette;rail;633589;6844954;Gif-sur-Yvette;91272;unknown;unknown;unknown;5;47052;48.70131450338252, 2.0975638104837837
473963;1106945-58270;2019-03-27T09:47:04+01:00;2024-04-11T08:09:37+02:00;Champigny;rail;664053;6856424;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3;58270;48.806887144439955, 2.5105474354393014
473939;1480677-1119620;2019-03-27T09:46:05+01:00;2024-04-11T08:09:37+02:00;La Varenne - Chennevières;rail;664245;6855144;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3;43146;48.79538616116512, 2.5132690602653955
473938;1480676-1119620;2019-03-27T09:46:03+01:00;2024-04-11T08:09:37+02:00;La Varenne - Chennevières;rail;664251;6855141;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3;43146;48.79535951317607, 2.5133509875706244
473937;1106845-1801046;2019-03-27T09:46:01+01:00;2024-04-11T08:09:37+02:00;La Défense;rail;644155;6866012;Puteaux;92062;unknown;unknown;unknown;3;470549;48.89169440070616, 2.2383718729531186
473936;1106841-1801046;2019-03-27T09:45:59+01:00;2024-04-11T08:09:37+02:00;La Défense;rail;644146;6865997;Puteaux;92062;unknown;unknown;unknown;3;470549;48.891558732411546, 2.238251109765404
473931;1106821-1107763;2019-03-27T09:45:47+01:00;2024-04-11T08:09:37+02:00;Lozère;rail;642062;6845378;Palaiseau;91477;unknown;unknown;unknown;4;474069;48.705943348272505, 2.212634848880266
473944;1106871-1105548;2019-03-27T09:46:18+01:00;2024-04-11T08:09:37+02:00;Joinville-le-Pont;rail;660639;6858032;Joinville-le-Pont;94042;unknown;unknown;unknown;3;43135;48.821149085654916, 2.463915305767192
473940;1106857-47046;2019-03-27T09:46:07+01:00;2024-04-11T08:09:37+02:00;La Hacquinière;rail;637546;6844240;Bures-sur-Yvette;91122;unknown;unknown;unknown;5;47046;48.695287466485624, 2.1514341095048635
473912;1106745-1105837;2019-03-27T09:45:07+01:00;2024-04-11T08:09:37+02:00;Le Vésinet - Le Pecq;rail;635649;6866800;Le Vésinet;78650;unknown;unknown;unknown;4;43237;48.89798637977531, 2.122254375361319
473929;1480675-1119620;2019-03-27T09:45:43+01:00;2024-04-11T08:09:37+02:00;La Varenne - Chennevières;rail;664237;6855148;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3;43146;48.79542169172883, 2.5131598237282273
473924;1106793-45873;2019-03-27T09:45:32+01:00;2024-04-11T08:09:37+02:00;Auber;rail;650829;6863792;Paris 9e;75109;unknown;unknown;unknown;1;45873;48.872274969421106, 2.329645918766417
473926;1106801-43607;2019-03-27T09:45:36+01:00;2024-04-11T08:09:37+02:00;Laplace;rail;651120;6856687;Arcueil;94003;unknown;unknown;unknown;2;43607;48.808401713913604, 2.334429404133252
473900;1106697-43234;2019-03-27T09:44:37+01:00;2024-04-11T08:09:37+02:00;Le Parc de Saint-Maur;rail;662287;6856264;Saint-Maur-des-Fossés;94068;unknown;unknown;unknown;3;43234;48.8053473292087, 2.4865164959477695
472921;1549504-1549501;2019-03-07T20:59:39+01:00;2024-02-09T13:10:01+01:00;Lavilletertre;rail;621335;6900823;Lavilletertre;60356;unknown;unknown;unknown;;411348;49.202288647174875, 1.9206909928938345
471969;1549503-1549501;2019-03-07T19:20:23+01:00;2024-02-09T13:09:53+01:00;Lavilletertre;rail;621326;6900823;Lavilletertre;60356;unknown;unknown;unknown;;411348;49.20228754118758, 1.9205675253923051
463057;1022156-1556867;2019-01-28T00:00:00+01:00;2023-11-22T18:44:34+01:00;Pointe du Lac;metro;660629;6852207;Créteil;94028;false;unknown;unknown;3;44453;48.76876136433039, 2.4643173127220415
483900;1390431-1569389;2022-05-09T20:50:35+02:00;2023-11-22T18:44:28+01:00;Aimé Césaire;metro;654417;6867784;Aubervilliers;93001;false;true;true;2;483901;48.908437580656, 2.3781308451670595
486841;1491365-1462140;2023-03-03T09:17:01+01:00;2023-08-10T09:13:28+02:00;La Croix de Berny;tram;648764;6851624;Antony;92002;true;unknown;unknown;3;486835;48.762685090548956, 2.302959299938301
486812;1491338-1716409;2023-03-03T09:16:35+01:00;2023-08-10T08:51:04+02:00;Hôpital Béclère;tram;645134;6854385;Clamart;92023;true;unknown;unknown;3;47746;48.78721762812308, 2.2532225449568815
486830;1491332-1462407;2023-03-03T09:16:50+01:00;2023-08-10T08:43:27+02:00;Petit-Châtenay;tram;647128;6851647;Châtenay-Malabry;92019;true;unknown;unknown;3;486831;48.76275998239008, 2.280700682672648
486847;1491323-1462007;2023-03-03T09:17:09+01:00;2023-08-10T08:40:02+02:00;Vallée aux Loups;tram;645232;6852065;Châtenay-Malabry;92019;true;unknown;unknown;3;486823;48.76636116225915, 2.2548543146069346
486822;1491320-1462007;2023-03-03T09:16:43+01:00;2023-08-10T08:39:42+02:00;Vallée aux Loups;tram;645236;6852069;Châtenay-Malabry;92019;true;unknown;unknown;3;486823;48.76639747584499, 2.254908219839857
22133;1488593-44833;2014-12-29T00:00:00+01:00;2023-07-10T09:04:04+02:00;Simplon;metro;652180;6866176;Paris 18e;75118;false;true;true;1;44833;48.893815261338325, 2.3477949681871224
41311;1115702-1084944;2014-12-29T00:00:00+01:00;2023-04-21T15:37:40+02:00;Ablon;rail;657319;6847444;Ablon-sur-Seine;94001;unknown;unknown;unknown;4;46387;48.72571781013307, 2.419765889491916
22190;1460244-1037763;2014-12-29T00:00:00+01:00;2023-03-28T13:33:06+02:00;Commerce;metro;648164;6860742;Paris 15e;75115;false;true;true;1;42734;48.84463784769663, 2.293687475167137
463135;1460236-1034639;2019-01-29T00:00:00+01:00;2023-03-28T13:32:29+02:00;Boucicaut;metro;647728;6860355;Paris 15e;75115;false;true;true;1;42370;48.84112235366645, 2.287794461321175
22138;1460226-44885;2014-12-29T00:00:00+01:00;2023-03-28T13:30:33+02:00;Saint-Placide;metro;650600;6860988;Paris 6e;75106;false;true;true;1;44885;48.847041473595674, 2.326849962671852
463321;1460206-44995;2019-01-29T00:00:00+01:00;2023-03-28T13:27:44+02:00;Vaugirard;metro;648694;6860170;Paris 15e;75115;false;true;true;1;44995;48.83953628375174, 2.3009778221260975
462994;1460201-59379;2019-01-28T00:00:00+01:00;2023-03-28T13:26:19+02:00;Mabillon;metro;651210;6861641;Paris 6e;75106;false;true;true;1;59379;48.85296034334935, 2.335086817994691
471270;1399314-1801059;2019-03-07T18:28:17+01:00;2022-06-10T15:58:02+02:00;Louveciennes;rail;635626;6862715;Louveciennes;78350;unknown;unknown;unknown;4;473506;48.86124985627289, 2.122559815493701
471561;1392701-1801028;2019-03-07T18:47:25+01:00;2022-05-24T15:28:52+02:00;Bécon les Bruyères;rail;646428;6867554;Courbevoie;92026;unknown;unknown;unknown;3;47923;48.905753950642165, 2.2691751740834647
472141;1376211-1091361;2019-03-07T00:00:00+01:00;2022-02-16T10:22:56+01:00;Cormeilles-en-Parisis;rail;640914;6874596;Cormeilles-en-Parisis;95176;unknown;unknown;unknown;4;43116;48.96859362732539, 2.192976829516822
471622;1376157-1119872;2019-03-07T00:00:00+01:00;2022-02-15T16:25:48+01:00;Vernouillet - Verneuil;rail;625572;6876182;Verneuil-sur-Seine;78642;unknown;unknown;unknown;5;47964;48.98126113429863, 1.9831707251929018
470650;1376156-1119872;2019-03-07T00:00:00+01:00;2022-02-15T16:25:34+01:00;Vernouillet - Verneuil;rail;625580;6876194;Verneuil-sur-Seine;78642;unknown;unknown;unknown;5;47964;48.98136995776477, 1.9832778976444458
472928;1371126-1087326;2019-03-07T00:00:00+01:00;2022-01-24T17:49:20+01:00;Maisons-Laffitte;rail;637376;6872068;Maisons-Laffitte;78358;unknown;unknown;unknown;4;473109;48.945527332680385, 2.1450307502156827
472301;1371025-1801048;2019-03-07T00:00:00+01:00;2022-01-24T17:14:40+01:00;La Garenne-Colombes;rail;644286;6868002;Colombes;92025;unknown;unknown;unknown;3;47412;48.90960069177328, 2.239897127160427
471959;1370794-1095455;2019-03-07T00:00:00+01:00;2022-01-24T15:38:30+01:00;Juvisy;rail;654592;6843458;Juvisy-sur-Orge;91326;unknown;unknown;unknown;4;45739;48.68967677002701, 2.383110849550367
472482;1370778-1095455;2019-03-07T00:00:00+01:00;2022-01-24T15:37:10+01:00;Juvisy;rail;654559;6843488;Juvisy-sur-Orge;91326;unknown;unknown;unknown;4;45739;48.68994427768981, 2.382659360874341
483313;1370678-1370656;2021-12-14T00:00:00+01:00;2022-01-24T11:32:26+01:00;Barbara;metro;649872;6856853;Bagneux;92007;false;true;true;3;483278;48.809798781111624, 2.3174174096489284
479384;1370038-1716402;2020-04-28T00:00:00+02:00;2022-01-18T09:37:40+01:00;Garges - Sarcelles;tram;655392;6875416;Sarcelles;95585;true;true;true;4;473306;48.977134609356824, 2.3906283124533076
478995;1361990-1524025;2020-02-25T00:00:00+01:00;2021-12-14T15:00:50+01:00;La Briqueterie;tram;654085;6856536;Ivry-sur-Seine;94041;true;true;true;2;479014;48.80726167019718, 2.3748166255087155
22211;1351953-1328227;2014-12-29T00:00:00+01:00;2021-11-12T17:50:34+01:00;Créteil - L'Échat;metro;659552;6855311;Créteil;94028;false;true;true;3;45712;48.79661083009777, 2.4493695956133714
463289;1351941-44583;2019-01-29T00:00:00+01:00;2021-11-12T17:40:33+01:00;Quai de la Rapée;metro;653464;6860896;Paris 12e;75112;false;true;true;1;44583;48.84642732546608, 2.365884650750405
42108;1348995-1716382;2014-12-29T00:00:00+01:00;2021-10-28T17:26:02+02:00;Rose Bertin;tram;649856;6872797;Épinay-sur-Seine;93031;true;true;true;3;415806;48.953176619449536, 2.3153170732491324
42119;1348976-1716380;2014-12-29T00:00:00+01:00;2021-10-28T17:23:19+02:00;Paul Éluard;tram;652036;6871274;Saint-Denis;93066;true;true;true;3;46334;48.93964784413663, 2.345254555508605
42115;1348946-1716376;2014-12-29T00:00:00+01:00;2021-10-28T17:16:07+02:00;Lacépède;tram;649581;6873107;Épinay-sur-Seine;93031;true;true;true;3;50564;48.95594265699456, 2.3115254158835534
42105;1348925-1716322;2014-12-29T00:00:00+01:00;2021-10-28T16:40:28+02:00;Blumenthal;tram;651596;6872189;Épinay-sur-Seine;93031;true;true;true;3;59325;48.94784272810705, 2.3391439634755566
35926;1348908-1716303;2014-12-29T00:00:00+01:00;2021-10-28T16:28:00+02:00;Porte de l'Essonne;tram;653772;6846223;Athis-Mons;91027;true;true;true;4;58786;48.71448743244956, 2.3716723274759377
35932;1348869-1716295;2014-12-29T00:00:00+01:00;2021-10-28T15:59:13+02:00;Coeur d'Orly;tram;653754;6848398;Orly;94054;true;true;true;4;58782;48.73404803034717, 2.3711922712456928
41671;1348851-1716420;2014-12-29T00:00:00+01:00;2021-10-28T15:53:23+02:00;Vauban;tram;648172;6856581;Châtillon;92020;true;true;true;3;59202;48.807218216594386, 2.2943031744221876
2338;1348817-1716416;2014-12-29T00:00:00+01:00;2021-10-28T15:41:47+02:00;Parc André Malraux;tram;647255;6855778;Châtillon;92020;true;true;true;3;59179;48.799922269886295, 2.281917293538139
41855;1348750-1716406;2014-12-29T00:00:00+01:00;2021-10-28T15:17:14+02:00;Division Leclerc;tram;646573;6855175;Châtillon;92020;true;true;true;3;479057;48.79444316828801, 2.2727085197954184
2328;1348744-1716405;2014-12-29T00:00:00+01:00;2021-10-28T15:16:06+02:00;Dewoitine;tram;642281;6854007;Vélizy-Villacoublay;78640;true;true;true;3;42846;48.78356917398637, 2.2144442343508515
41952;1348735-1716403;2014-12-29T00:00:00+01:00;2021-10-28T15:14:31+02:00;Centre de Châtillon;tram;647780;6856252;Châtillon;92020;true;true;true;3;59221;48.80422780991092, 2.2890062736651298
28870;1348676-1716395;2014-12-29T00:00:00+01:00;2021-10-28T15:06:15+02:00;Lochères;tram;654985;6875570;Sarcelles;95585;true;true;true;4;43748;48.978490994845785, 2.385052292086106
28872;1348670-1716394;2014-12-29T00:00:00+01:00;2021-10-28T15:03:38+02:00;Les Flanades;tram;654429;6875368;Sarcelles;95585;true;true;true;4;43013;48.976635448477246, 2.377478871038901
24127;1348552-1722451;2014-12-29T00:00:00+01:00;2021-10-27T17:39:39+02:00;Poterne des Peupliers;tram;652401;6858059;Paris 13e;75113;true;true;true;1;44550;48.82083627813844, 2.3517178700368593
24120;1348519-1722464;2014-12-29T00:00:00+01:00;2021-10-27T17:35:43+02:00;Porte de Choisy;tram;653303;6857927;Paris 13e;75113;true;true;true;1;473684;48.81971514341001, 2.3640167452454044
23445;1348438-1717571;2014-12-29T00:00:00+01:00;2021-10-27T17:21:50+02:00;Pont de Bezons;tram;642661;6869546;Bezons;95063;true;true;true;4;50622;48.92334205109482, 2.217520042522579
25644;1348396-1717559;2014-12-29T00:00:00+01:00;2021-10-27T17:14:11+02:00;Parc de Saint-Cloud;tram;642885;6860614;Saint-Cloud;92064;true;true;true;3;44249;48.84304047739411, 2.2217779425694895
25640;1348393-1717557;2014-12-29T00:00:00+01:00;2021-10-27T17:13:24+02:00;Meudon-sur-Seine;tram;644093;6857944;Meudon;92048;true;true;true;3;44137;48.81913511483812, 2.2385873418468667
25639;1348390-1717557;2014-12-29T00:00:00+01:00;2021-10-27T17:12:57+02:00;Meudon-sur-Seine;tram;644098;6857954;Meudon;92048;true;true;true;3;44137;48.81922547934193, 2.2386541208761
23430;1348348-1717570;2014-12-29T00:00:00+01:00;2021-10-27T16:10:38+02:00;Jacqueline Auriol;tram;643870;6868132;Colombes;92025;true;true;true;3;47413;48.91073355188911, 2.234204817761243
22303;1348330-1717553;2014-12-29T00:00:00+01:00;2021-10-27T16:06:33+02:00;Belvédère;tram;643232;6864284;Suresnes;92073;true;true;true;3;42315;48.87607454338625, 2.226015560881844
22263;1348300-1722510;2014-12-29T00:00:00+01:00;2021-10-27T16:00:50+02:00;Petit Noisy;tram;660783;6866814;Noisy-le-Sec;93053;true;true;true;3;44325;48.90013411942263, 2.4650662045727447
23295;1348279-1722508;2014-12-29T00:00:00+01:00;2021-10-27T15:57:58+02:00;Maurice Lachâtre;tram;657041;6868955;Bobigny;93008;true;true;true;3;44125;48.91914827783496, 2.4138089929904787
23277;1348240-1722483;2014-12-29T00:00:00+01:00;2021-10-27T15:48:56+02:00;Les Courtilles;tram;647520;6870257;Asnières-sur-Seine;92004;true;true;true;3;462328;48.930150197582996, 2.28373684985466
23279;1348203-1722449;2014-12-29T00:00:00+01:00;2021-10-27T15:34:40+02:00;Le Luth;tram;647880;6870442;Gennevilliers;92036;true;true;true;3;46452;48.931843025349586, 2.288627227070098
37466;1348176-1722440;2014-12-29T00:00:00+01:00;2021-10-27T15:30:05+02:00;Hôtel de Ville de Bobigny;tram;659230;6867534;Bobigny;93008;true;true;true;3;43390;48.90651230994145, 2.4438142455843277
24425;1348173-1722440;2014-12-29T00:00:00+01:00;2021-10-27T15:29:56+02:00;Hôtel de Ville de Bobigny;tram;659230;6867540;Bobigny;93008;true;true;true;3;43390;48.906566265409026, 2.443813669053123
460549;1348170-1722435;2018-04-10T00:00:00+02:00;2021-10-27T15:29:08+02:00;Hôpital Delafontaine;tram;653923;6870581;Saint-Denis;93066;true;true;true;3;43375;48.933554138180654, 2.371087787558052
42122;1348140-1722531;2014-12-29T00:00:00+01:00;2021-10-27T15:23:22+02:00;Saint-Denis - Gare;tram;652223;6870788;Saint-Denis;93066;true;true;true;3;462392;48.93529153275018, 2.34786192297457
22627;1348128-1722430;2014-12-29T00:00:00+01:00;2021-10-27T15:09:01+02:00;Escadrille Normandie-Niemen;tram;658619;6868223;Bobigny;93008;true;true;true;3;47347;48.91266918240546, 2.4354120392956204
22624;1348095-1800173;2014-12-29T00:00:00+01:00;2021-10-27T15:04:10+02:00;Bobigny - Pablo Picasso;tram;659680;6867536;Bobigny;93008;true;true;true;3;462329;48.906558641628465, 2.4499527714432054
463325;1348070-45065;2019-01-29T00:00:00+01:00;2021-10-27T14:44:15+02:00;Voltaire;metro;654512;6862137;Paris 11e;75111;false;true;true;1;45065;48.857662434372344, 2.3800316941488044
463317;1348052-1348050;2019-01-29T00:00:00+01:00;2021-10-27T14:35:08+02:00;Trinité - d'Estienne d'Orves;metro;651082;6864241;Paris 9e;75109;false;true;true;1;45170;48.876336507293736, 2.3330491724182356
463312;1348047-1348042;2019-01-29T00:00:00+01:00;2021-10-27T14:34:03+02:00;Strasbourg - Saint-Denis;metro;652597;6863465;Paris 10e;75110;false;true;true;1;44909;48.86946694919034, 2.3537974731530324
21908;1348019-44461;2014-12-29T00:00:00+01:00;2021-10-27T14:27:04+02:00;Rue de la Pompe;metro;647024;6862900;Paris 16e;75116;false;true;true;1;44461;48.86395170886628, 2.277885897959056
463037;1348017-1348015;2019-01-28T00:00:00+01:00;2021-10-27T14:26:14+02:00;Richelieu - Drouot;metro;651474;6863716;Paris 2e;75102;false;true;true;1;44642;48.871640510122795, 2.338460360954777
22196;1348014-1348015;2014-12-29T00:00:00+01:00;2021-10-27T14:25:54+02:00;Richelieu - Drouot;metro;651472;6863727;Paris 9e;75109;false;true;true;1;44642;48.87173920908901, 2.3384190255427955
463249;1347985-1323693;2019-01-29T00:00:00+01:00;2021-10-27T14:16:27+02:00;Palais Royal - Musée du Louvre;metro;651365;6862730;Paris 1er;75101;false;true;true;1;44236;48.86276538183049, 2.3370872868854393
462974;1347954-1347950;2019-01-28T00:00:00+01:00;2021-10-27T14:03:34+02:00;Marcadet - Poissonniers;metro;652306;6865893;Paris 18e;75118;false;true;true;1;44075;48.89127969912289, 2.349545167038563
463015;1347829-1347830;2019-01-28T00:00:00+01:00;2021-10-26T17:52:52+02:00;Maisons-Alfort - Les Juilliottes;metro;659306;6856047;Maisons-Alfort;94046;false;true;true;3;44067;48.80321905318608, 2.4459564771573397
22216;1347828-1347830;2014-12-29T00:00:00+01:00;2021-10-26T17:52:42+02:00;Maisons-Alfort - Les Juilliottes;metro;659294;6856035;Maisons-Alfort;94046;false;true;true;3;44067;48.8031058503528, 2.44578830637596
21969;1347785-1347784;2014-12-29T00:00:00+01:00;2021-10-26T17:35:12+02:00;La Motte-Picquet - Grenelle;metro;648524;6861294;Paris 15e;75115;false;true;true;1;43566;48.84963080441873, 2.298525726236636
22629;1347780-1722445;2014-12-29T00:00:00+01:00;2021-10-26T17:31:45+02:00;La Courneuve - 8 Mai 1945;tram;656810;6869147;La Courneuve;93027;true;true;true;3;42151;48.92085936359889, 2.4106374774533093
463001;1347734-43138;2019-01-28T00:00:00+01:00;2021-10-26T16:53:53+02:00;Gare de l'Est;metro;652921;6864219;Paris 10e;75110;false;true;true;1;43138;48.876271214528, 2.358120525273069
22148;1347732-43138;2014-12-29T00:00:00+01:00;2021-10-26T16:53:28+02:00;Gare de l'Est;metro;652894;6864220;Paris 10e;75110;false;true;true;1;43138;48.8762782183048, 2.3577495818204395
22037;1347729-1068244;2014-12-29T00:00:00+01:00;2021-10-26T16:52:11+02:00;Gallieni;metro;657152;6862947;Bagnolet;93006;false;true;true;2;47890;48.86512770049887, 2.4159299613832097
22204;1347713-1347715;2014-12-29T00:00:00+01:00;2021-10-26T16:41:29+02:00;Faidherbe - Chaligny;metro;654802;6861305;Paris 11e;75111;false;true;true;1;42980;48.85020070549559, 2.3840724716888744
463152;1347683-1035183;2019-01-29T00:00:00+01:00;2021-10-26T16:29:13+02:00;Corentin Cariou;metro;654710;6866251;Paris 19e;75119;false;true;true;1;45598;48.89467266004268, 2.3822915571646326
21983;1347678-1347680;2014-12-29T00:00:00+01:00;2021-10-26T16:24:18+02:00;Cluny - La Sorbonne;metro;651928;6861420;Paris 5e;75105;false;true;true;1;42674;48.85102687686081, 2.3448963012120796
24101;1347070-1722437;2014-12-29T00:00:00+01:00;2021-10-25T13:31:24+02:00;Desnouettes;tram;647482;6859578;Paris 15e;75115;true;true;true;1;42844;48.834114796860064, 2.284538816875225
24412;1336060-1722479;2014-12-29T00:00:00+01:00;2021-10-13T10:32:26+02:00;Colette Besson;tram;653344;6866690;Paris 18e;75118;true;true;true;1;45538;48.89852286168522, 2.3636132799760556
2346;1332421-1716407;2014-12-29T00:00:00+01:00;2021-10-05T10:21:53+02:00;Georges Pompidou;tram;643947;6854134;Clamart;92023;true;true;true;3;50800;48.784858242622946, 2.2371003683055606
463142;1332153-1332151;2019-01-29T00:00:00+01:00;2021-10-04T14:59:59+02:00;Charenton - Écoles;metro;656963;6858095;Charenton-le-Pont;94018;false;true;true;2;42545;48.82148073315622, 2.4138447095587954
471027;1332050-1097896;2019-03-07T00:00:00+01:00;2021-10-04T13:54:20+02:00;Les Mureaux;rail;620504;6877505;Les Mureaux;78440;unknown;unknown;unknown;5;47881;48.99254978715097, 1.9136919343060015
23310;1328311-1722516;2014-12-29T00:00:00+01:00;2021-09-13T14:08:25+02:00;Gare de Noisy-le-Sec;tram;660437;6866346;Noisy-le-Sec;93053;true;true;true;3;473310;48.89590438201166, 2.4603904119265176
42117;1328296-1716328;2014-12-29T00:00:00+01:00;2021-09-13T14:03:28+02:00;Delaunay - Belleville;tram;652199;6871933;Saint-Denis;93066;true;true;true;3;59326;48.94558583370471, 2.3474051835955048
22184;1328279-1035221;2014-12-29T00:00:00+01:00;2021-09-13T13:58:30+02:00;Daumesnil;metro;655637;6860128;Paris 12e;75112;false;true;true;1;45229;48.839673931394934, 2.3955736061403705
22181;1328278-1035221;2014-12-29T00:00:00+01:00;2021-09-13T13:57:08+02:00;Daumesnil;metro;655679;6860101;Paris 12e;75112;false;true;true;1;45229;48.839434008039476, 2.3961486284893705
463056;1328245-1328246;2019-01-28T00:00:00+01:00;2021-09-13T13:29:12+02:00;Créteil - Préfecture;metro;660269;6853432;Créteil;94028;false;true;true;3;42778;48.779756526765105, 2.459305169291261
35939;1328206-1716306;2014-12-29T00:00:00+01:00;2021-09-13T13:12:13+02:00;Saarinen;tram;652529;6850206;Rungis;94065;true;true;true;3;52184;48.750219951336824, 2.354335645500131
22295;1319276-1717562;2014-12-29T00:00:00+01:00;2021-08-16T14:56:44+02:00;Suzanne Lenglen;tram;646920;6859498;Paris 15e;75115;true;true;true;1;44917;48.83334931540625, 2.276893006183628
2336;1307681-1716404;2014-12-29T00:00:00+01:00;2021-07-28T17:04:53+02:00;Châtillon - Montrouge;tram;648639;6856926;Châtillon;92020;true;true;true;3;462350;48.81035825085272, 2.3006199676407344
463122;1306773-1026775;2019-01-29T00:00:00+01:00;2021-07-26T11:28:27+02:00;Arts et Métiers;metro;652806;6863035;Paris 3e;75103;false;true;true;1;42230;48.86561531898623, 2.3566822734187167
463108;1306772-1026775;2019-01-29T00:00:00+01:00;2021-07-26T11:28:20+02:00;Arts et Métiers;metro;652795;6863009;Paris 3e;75103;false;true;true;1;42230;48.86538069915563, 2.356535223129095
21935;1306115-1026733;2014-12-29T00:00:00+01:00;2021-07-22T17:33:36+02:00;Alma - Marceau;metro;648730;6862971;Paris 8e;75108;false;true;true;1;42182;48.86472824220415, 2.3011305274706984
